DB Class Key,Mouse_symbol,Human_symbol
41934107,S1pr2,S1PR2
41934108,Adarb1,ADARB1
41934109,Six4,SIX4
41934110,Tdgf1,TDGF1
41934110,Tdgf1,TDGF1P3
41934111,Nrf1,NRF1
41934112,Mcl1,MCL1
41934113,Robo3,ROBO3
41934114,Ldhb,LDHB
41934115,Cdh3,CDH3
41934116,Cdh1,CDH1
41934117,Myl7,MYL7
41934118,Rorc,RORC
41934119,Ihh,IHH
41934120,Dlx6,DLX6
41934121,Eomes,EOMES
41934122,Ptpn1,PTPN1
41934123,Sptb,SPTB
41934124,Myf5,MYF5
41934125,Hspa8,HSPA8
41934126,Hes5,HES5
41934127,Or4a27,
41934128,Or4p23,
41934129,Or8c17,
41934130,Or8b12c,OR8B12
41934131,Or4c115,OR4C15
41934132,Or4p19,
41934133,Or8k20,OR8K5
41934134,Or8k18,OR8K5
41934135,Or1o4,
41934136,Or8g19,OR8G1
41934137,Or8g37,
41934138,Or5be3,
41934139,Or8g27,
41934140,Or8d23,OR8D1
41934141,Or8w1,OR5W2
41934142,Or8b56,
41934143,Or5b99,OR5B2
41934144,Or8g23,OR8G1
41934145,Or8g35,
41934146,Or2a54,OR2A14
41934147,Or8b8,OR8B8
41934148,Or8b48,
41934149,Or4a67,
41934150,Or4p20,
41934151,Or5p76,OR5P2
41934152,Or8g18,OR8G1
41934153,Or8g20,OR8G1
41934154,Or5p58,OR5P2
41934155,Or8g4,OR8G1
41934156,Or5aq6,
41934157,Or8g50,
41934158,Or8g30,OR8G1
41934159,Or7g20,OR7G2
41934160,Or8g34,OR8G1
41934161,Or8g32,OR8G1
41934162,Or4a66,
41934163,Or8g36,
41934164,Or8d1b,OR8D1
41934165,Or5p80,OR5P3
41934166,Or4c100,
41934167,Or8g22,OR8G5
41934168,Or8g2,OR8G2P
41934168,Or8g2,OR8G3P
41934169,Or8g51,
41934170,Or8b51,
41934171,Or8d1,OR8D1
41934172,Or5b106,OR5B3
41934173,Or8b12b,OR8B12
41934174,Or4c126,OR4C45
41934175,Or8g17,OR8G5
41934176,Or5b95,OR5B3
41934177,Or5au1,OR5AU1
41934178,Or8b46,
41934179,Or8b49,
41934180,Or8g33,
41934181,Or9i14,OR9I1
41934182,Or9q1,OR9Q1
41934183,Or5ak25,OR5AK2
41934183,Or5ak25,OR5AK3P
41934184,Or8g21,OR8G5
41934185,Bag6,BAG6
41934186,Edn1,EDN1
41934187,mt-Atp6,ATP6
41934188,Gm10925,ATP6
41934189,Fads2,FADS2
41934190,Fads3,FADS3
41934191,Igf2,IGF2
41934192,Tnn,TNN
41934193,Atp1b1,ATP1B1
41934194,Foxo3,FOXO3
41934194,Foxo3,FOXO3B
41934195,Rbp4,RBP4
41934196,Pth2r,PTH2R
41934197,Mapk14,MAPK14
41934198,Mtch2,MTCH2
41934199,Gcg,GCG
41934200,Btg2,BTG2
41934201,Hoxd11,HOXD11
41934202,Chrd,CHRD
41934203,Psme1,PSME1
41934204,Tenm3,TENM3
41934205,Rplp0,RPLP0
41934205,Rplp0,RPLP0P6
41934206,Npy,NPY
41934207,Npy4r,NPY4R
41934207,Npy4r,NPY4R2
41934208,Dazl,DAZ1
41934208,Dazl,DAZ2
41934208,Dazl,DAZ3
41934208,Dazl,DAZ4
41934208,Dazl,DAZL
41934209,Arntl2,BMAL2
41934210,Fgfr3,FGFR3
41934211,Pcna,PCNA
41934212,Neurod1,NEUROD1
41934213,Bmpr1a,BMPR1A
41934214,Pth1r,PTH1R
41934215,Angptl3,ANGPTL3
41934216,Gnat2,GNAT2
41934217,mt-Nd1,ND1
41934218,Cebpg,CEBPG
41934219,Mafb,MAFB
41934220,Bmpr1b,BMPR1B
41934221,Hbb-bh2,HBB
41934221,Hbb-bh2,HBD
41934222,Hbb-y,HBE1
41934222,Hbb-y,HBG2
41934223,Melk,MELK
41934224,Atoh7,ATOH7
41934225,Etv5,ETV5
41934226,H2-T22,HLA-B
41934226,H2-T22,HLA-C
41934226,H2-T22,HLA-E
41934226,H2-T22,HLA-F
41934226,H2-T22,HLA-G
41934227,Mr1,MR1
41934228,H2-T10,HLA-B
41934228,H2-T10,HLA-C
41934228,H2-T10,HLA-E
41934229,Slc3a2,SLC3A2
41934230,Ndrg3,NDRG3
41934231,Tle5,TLE5
41934232,Ctnnb1,CTNNB1
41934233,Foxd3,FOXD3
41934234,Fst,FST
41934235,Emx2,EMX2
41934236,Msx1,MSX1
41934237,Actn3,ACTN3
41934238,Lpl,LPL
41934239,Celf3,CELF3
41934240,Lefty2,LEFTY2
41934241,Lefty1,LEFTY1
41934242,Hsp90aa1,HSP90AA1
41934243,Tmod4,TMOD4
41934244,P2rx3,P2RX3
41934245,Ldha,LDHA
41934246,Myh6,MYH6
41934247,Myh7,MYH7
41934248,Gjb1,GJB1
41934249,Gnat1,GNAT1
41934250,mt-Nd5,ND5
41934251,Pdp2,PDP2
41934252,Gm10131,ERH
41934253,Erh,ERH
41934254,Or51ag1,
41934255,Or51a43,
41934256,Or52x1,
41934257,Or51f1e,OR51F1
41934258,Or52a33,
41934259,Or51a42,
41934260,Or51a5,
41934261,Or51a25,
41934262,Or52b1,
41934263,Or52n2,OR52N2
41934264,Or52d1,OR52D1
41934265,Or51a8,
41934266,Or52e19b,
41934267,Or52n2b,OR52N2
41934268,Or52e18,
41934269,Or51h5,
41934270,Or52e7,
41934271,Or52a24,
41934272,Or51i2,OR51I2
41934273,Or52p1,OR52P1
41934274,Or52d3,
41934275,Or52n2c,OR52N2
41934276,Or51ac3,
41934277,Or51k1,OR51J1
41934278,Or51b6b,OR51B6
41934279,Or52n20,
41934280,Or52n4,OR52N4
41934281,Or51a6,
41934282,Or52n1,OR52N1
41934283,Or51f2,OR51F2
41934284,Or52a20,
41934285,Or52e2,OR52E2
41934286,Or52r1c,OR52R1
41934287,Or52n5,OR52N1
41934287,Or52n5,OR52N5
41934288,Or51af1,
41934289,Or52r1,OR52R1
41934290,Or52r1b,OR52R1
41934291,Or52b2,OR52B2
41934292,4930516K23Rik,
41934293,Or52n4b,OR52N4
41934294,Or52b4,OR52B4
41934295,Or52h2,
41934296,Or51ah3,
41934297,Or51e1,OR51E1
41934298,Or52j3,OR52J3
41934299,Or51h1,OR51H1
41934300,Or52h7,
41934301,Or52z14,
41934302,Or52k2,OR52K1
41934302,Or52k2,OR52K2
41934303,Or52z13,OR52B6
41934304,Or52b3,
41934305,Or51aa2,
41934306,Or52n3,
41934307,Or52e4,OR52E4
41934308,Or52b4i,OR52B4
41934309,Or52e8,OR52E6
41934309,Or52e8,OR52E8
41934310,Or52z12,
41934311,Or51v14,OR51V1
41934312,Or51e2,OR51E2
41934313,Or52m1,OR52M1
41934314,Or52e15,
41934315,Or51i1,OR51I1
41934316,Or52ac1,
41934317,Or52e5,OR52E5
41934318,Or55b4,
41934319,Or52s6,
41934320,Or51f1d,OR51F1
41934321,Or52z15,
41934322,Or52ae9,
41934323,Or52s1b,
41934324,Or51a24,
41934325,Or52p2,
41934326,Or52m2,
41934327,Or52e8b,OR52E6
41934327,Or52e8b,OR52E8
41934328,Or52a5,OR52A1
41934328,Or52a5,OR52A5
41934329,Or52e19,
41934330,Or52u1,
41934331,Or52ab4,
41934332,Or51a7,OR51A7
41934333,Or52h1,OR52H1
41934334,Or51d1,OR51D1
41934335,Or52l1,OR52L1
41934335,Or52l1,OR52L2P
41934336,Or51aa5,
41934337,Or52h9,
41934338,Or52s1,
41934339,Or51f1,OR51F1
41934340,Or52i2,OR52I1
41934340,Or52i2,OR52I2
41934341,Or52z1,OR52Z1P
41934342,Or51k2,OR51J1
41934343,Or52ab2,
41934344,Or51k7,OR51J1
41934345,Or52e3,OR52E2
41934346,Or52s19,
41934347,Or51a10,
41934348,Or52ae7,
41934349,Or51b4,OR51B4
41934350,Nog,NOG
41934351,Mest,MEST
41934352,Gap43,GAP43
41934353,Runx1,RUNX1
41934354,Lmo2,LMO2
41934355,Hoxa3,HOXA3
41934356,Igf2bp3,IGF2BP3
41934357,Mxi1,MXI1
41934358,Vsx1,VSX1
41934359,Epha4,EPHA4
41934360,Krt12,KRT12
41934361,Krt42,
41934362,Krt24,KRT24
41934363,Krt10,KRT10
41934364,Krt13,KRT13
41934365,Krt19,KRT19
41934366,Krt33b,KRT31
41934366,Krt33b,KRT33B
41934366,Krt33b,KRT34
41934367,Krt15,KRT15
41934368,Krt31,KRT31
41934369,Krt16,KRT16
41934370,Krt34,KRT34
41934371,Krt17,KRT17
41934372,Krt14,KRT14
41934373,Cdh4,CDH4
41934374,Acvr1,ACVR1
41934375,Psme2,PSME2
41934376,Psme2b,PSME2
41934377,Vps52,VPS52
41934378,Cnmd,CNMD
41934379,Angpt2,ANGPT2
41934380,Csf1r,CSF1R
41934381,Guca1a,GUCA1A
41934382,Vim,VIM
41934383,Irx3,IRX3
41934384,Ina,INA
41934385,Or2j6,
41934386,Or10j3,OR10J3
41934387,Or6k14,
41934388,Or10j7,
41934389,Or12j4,
41934390,Or10aa3,
41934391,Or12j2,
41934392,Or6k2,OR6K2
41934393,Or12j5,
41934394,Or10j27,
41934395,Or13g1,OR13G1
41934396,Acvr1b,ACVR1B
41934397,Jup,JUP
41934398,Wnt11,WNT11
41934399,Dcn,DCN
41934400,Dbx2,DBX2
41934401,Tcf15,TCF15
41934402,Mef2a,MEF2A
41934403,Ebf2,EBF2
41934404,Psen2,PSEN2
41934405,Tie1,TIE1
41934406,Ctsd,CTSD
41934407,Dapl1,DAPL1
41934408,Hey2,HEY2
41934409,Gpr85,GPR85
41934410,Htatip2,HTATIP2
41934411,Lfng,LFNG
41934412,Irx5,IRX5
41934413,Neurog3,NEUROG3
41934414,Gpc4,GPC4
41934415,Gjc1,GJC1
41934416,Ptk2,PTK2
41934417,Mkrn1,MKRN1
41934418,Mkrn3,MKRN3
41934419,Fabp3,FABP3
41934420,Tpi1,TPI1
41934421,Eef1g,EEF1G
41934422,B3gat3,B3GAT3
41934423,Actl6a,ACTL6A
41934424,Dtl,DTL
41934425,Mak16,MAK16
41934426,Mcm2,MCM2
41934427,Mcm7,MCM7
41934428,Ncbp2,NCBP2
41934428,Ncbp2,NCBP2L
41934429,Pole2,POLE2
41934430,Rpl35,RPL35
41934431,Gm2000,RPL35
41934432,Rps18-ps6,
41934433,Rps18,RPS18
41934434,Rps18-ps5,
41934435,Smc4,SMC4
41934436,Snrpd1,SNRPD1
41934437,Taf7,TAF7
41934438,Flot2,FLOT2
41934439,Ros1,ROS1
41934440,Ptgs2,PTGS2
41934441,Bivm,BIVM
41934442,Tcf3,TCF3
41934443,Flt4,FLT4
41934444,Dach2,DACH2
41934445,Gucy2f,GUCY2F
41934446,Fgf4,FGF4
41934447,Kif23,KIF23
41934448,Myh13,MYH13
41934449,Myh4,MYH4
41934450,Myh8,MYH8
41934451,Myh2,MYH2
41934452,Myh3,MYH3
41934453,Myh1,MYH1
41934454,Ptch1,PTCH1
41934455,Epha2,EPHA2
41934456,Epha1,EPHA1
41934457,Clock,CLOCK
41934458,Dll1,DLL1
41934459,Casp1,CASP1
41934460,Casp4,CASP4
41934460,Casp4,CASP5
41934461,Casp12,CASP12
41934462,Dct,DCT
41934463,Brd2,BRD2
41934464,Ube2i,UBE2I
41934465,Tcf7l1,TCF7L1
41934466,Thrb,THRB
41934467,Mstn,MSTN
41934468,Celf1,CELF1
41934469,Dkk1,DKK1
41934470,Bdnf,BDNF
41934471,Rarg,RARG
41934472,Atp1a2,ATP1A2
41934473,Ctnnbip1,CTNNBIP1
41934474,Ptpra,PTPRA
41934475,Dmbx1,DMBX1
41934476,Mdk,MDK
41934477,Tlx2,TLX2
41934478,Nkx2-4,NKX2-4
41934479,Gata4,GATA4
41934480,Cyp26a1,CYP26A1
41934481,Prph,PRPH
41934482,S1pr1,S1PR1
41934483,Maf,MAF
41934484,Pdgfra,PDGFRA
41934485,Prox1,PROX1
41934486,Lmnb2,LMNB2
41934487,Foxh1,FOXH1
41934488,Col2a1,COL2A1
41934489,Hand2,HAND2
41934490,Acvr2b,ACVR2B
41934491,Gja1,GJA1
41934492,Lef1,LEF1
41934493,Qki,QKI
41934494,Gsk3a,GSK3A
41934495,Ybx1,YBX1
41934496,Ascl2,ASCL2
41934497,Ascl1,ASCL1
41934498,Bad,BAD
41934499,Pax8,PAX8
41934500,Nipsnap2,NIPSNAP2
41934501,Six2,SIX2
41934502,Cebpe,CEBPE
41934503,Cebpa,CEBPA
41934504,Mafa,MAFA
41934505,Tbx6,TBX6
41934506,Dedd2,DEDD2
41934507,Atp1b3,ATP1B3
41934508,Fbxw4,FBXW4
41934509,B2m,B2M
41934510,Isl1,ISL1
41934511,Bmyc,MYC
41934512,Myc,MYC
41934513,Bmp7,BMP7
41934514,Trp53,TP53
41934515,Dap,DAP
41934516,Hes3,HES3
41934517,Ccnb1,CCNB1
41934518,Tbr1,TBR1
41934519,Mtmr2,MTMR2
41934520,Rag2,RAG2
41934521,Mtnr1a,MTNR1A
41934522,H2az2,H2AZ2
41934523,Crx,CRX
41934524,Dach1,DACH1
41934525,Fgfr1,FGFR1
41934526,Psmb7,PSMB7
41934527,Cpa1,CPA1
41934528,Pcdh10,PCDH10
41934529,Fmr1,FMR1
41934530,Oaz1,OAZ1
41934531,Bbs2,BBS2
41934532,Cask,CASK
41934533,Hgd,HGD
41934534,Plagl2,PLAGL2
41934535,P2rx4,P2RX4
41934536,Mst1,MST1
41934536,Mst1,MST1L
41934537,Gstp1,GSTP1
41934538,Gstp2,GSTP1
41934539,Esr1,ESR1
41934540,Elf4,ELF4
41934541,Elf1,ELF1
41934542,Cers4,CERS4
41934543,Cers2,CERS2
41934544,Adcyap1,ADCYAP1
41934545,Cyp11a1,CYP11A1
41934546,Cyp2j8,CYP2J2
41934547,Cyp2j7,CYP2J2
41934548,Cyp2j12,CYP2J2
41934549,Cyp2j6,CYP2J2
41934550,Cyp2j11,CYP2J2
41934551,Cyp2j5,CYP2J2
41934552,Atp5g3,ATP5MC3
41934553,Cxadr,CXADR
41934554,Reln,RELN
41934555,Has2,HAS2
41934556,Sim1,SIM1
41934557,Mybl2,MYBL2
41934558,Rrm1,RRM1
41934559,Pgr,PGR
41934560,Per3,PER3
41934561,Pim2,PIM2
41934562,Evx2,EVX2
41934563,Pycard,PYCARD
41934564,Gata6,GATA6
41934565,Atoh1,ATOH1
41934566,Hoxb7,HOXB7
41934567,Aldh1a2,ALDH1A2
41934568,Copz1,COPZ1
41934569,Star,STAR
41934570,Fzd2,FZD2
41934571,Sox17,SOX17
41934572,Hspe1-rs1,HSPE1
41934573,Hspe1,HSPE1
41934574,Gpr173,GPR173
41934575,Esrra,ESRRA
41934576,Axin2,AXIN2
41934577,Bambi,BAMBI
41934578,Clic3,CLIC3
41934579,Pnpla7,PNPLA7
41934580,Zeb1,ZEB1
41934581,Cldn12,CLDN12
41934582,mt-Co1,COX1
41934583,Hnf1b,HNF1B
41934584,Th,TH
41934585,Noto,NOTO
41934586,Mixl1,MIXL1
41934587,Lsm2,LSM2
41934588,St8sia2,ST8SIA2
41934589,Acvrl1,ACVRL1
41934590,Tram1,TRAM1
41934591,Tram1l1,TRAM1L1
41934592,Tlx3,TLX3
41934593,Tlx1,TLX1
41934594,Neo1,NEO1
41934595,Lmo1,LMO1
41934596,Has3,HAS3
41934597,Aldh3b1,ALDH3B1
41934598,Aldh3b3,ALDH3B2
41934599,Aldh3b2,ALDH3B2
41934600,Ckb,CKB
41934601,Sdc2,SDC2
41934602,Mcm5,MCM5
41934603,Sebox,SEBOX
41934604,F10,F10
41934605,Hspd1,HSPD1
41934606,Ddx55,DDX55
41934607,Thbs3,THBS3
41934608,Sdad1,SDAD1
41934609,Thbs4,THBS4
41934610,Med29,MED29
41934611,Utp25,UTP25
41934612,Arl13b,ARL13B
41934613,9930104L06Rik,C1orf109
41934614,Atp6v1h,ATP6V1H
41934615,Phf5a,PHF5A
41934616,Ddx54,DDX54
41934617,Dmrt3,DMRT3
41934618,Ints7,INTS7
41934619,Dag1,DAG1
41934620,Mc5r,MC5R
41934621,Mc4r,MC4R
41934622,Lamc1,LAMC1
41934623,Igfbp1,IGFBP1
41934624,Tsr2,TSR2
41934625,Wdr43,WDR43
41934626,Nifk,NIFK
41934627,Ttc27,TTC27
41934628,Zcchc7,ZCCHC7
41934629,Chrnb3,CHRNB3
41934630,Omp,OMP
41934631,Phex,PHEX
41934632,Ruvbl2,RUVBL2
41934633,Ruvbl1,RUVBL1
41934634,Lamb1,LAMB1
41934635,Ttn,TTN
41934636,Rock2,ROCK2
41934637,Esr2,ESR2
41934638,Azin1,AZIN1
41934639,Ttk,TTK
41934640,Nfe2,NFE2
41934641,Mpz,MPZ
41934642,Smad7,SMAD7
41934643,Epb41,EPB41
41934644,Supt6,SUPT6H
41934645,Rapsn,RAPSN
41934646,Chrm2,CHRM2
41934647,Opn4,OPN4
41934648,Lmo4,LMO4
41934649,Tph1,TPH1
41934650,Cxcl12,CXCL12
41934651,Gli1,GLI1
41934652,Olig2,OLIG2
41934653,Fgfr2,FGFR2
41934654,Supt5,SUPT5H
41934655,Nkx3-2,NKX3-2
41934656,Sall3,SALL3
41934657,Sall1,SALL1
41934658,Nmrk2,NMRK2
41934659,Mib1,MIB1
41934660,Npas2,NPAS2
41934661,Wnt10b,WNT10B
41934662,Krt18,KRT18
41934663,Zdhhc8,ZDHHC8
41934664,Avp,AVP
41934665,Oxt,OXT
41934666,Cntn1,CNTN1
41934667,Txnrd3,TXNRD3
41934668,Sp5,SP5
41934669,Mc1r,MC1R
41934670,Mc2r,MC2R
41934671,Mc3r,MC3R
41934672,Mchr1,MCHR1
41934673,Prl2c1,
41934674,Prl7b1,
41934675,Prl8a8,
41934676,Prl,PRL
41934677,Prl2c2,
41934678,Prl3d3,
41934679,Prl3d2,
41934680,Prl3d1,
41934681,Prl7d1,
41934682,Prl2c5,
41934683,Prl7a2,
41934684,Prl2c3,
41934685,Tshb,TSHB
41934686,Pomc,POMC
41934687,Nrarp,NRARP
41934688,Nrp1,NRP1
41934689,Myl4,MYL4
41934690,Tnnc1,TNNC1
41934691,Pbk,PBK
41934692,Actb,ACTB
41934693,Actg1,ACTG1
41934694,Atp1a3,ATP1A3
41934695,Irx1,IRX1
41934696,mt-Co3,COX3
41934697,Robo2,ROBO2
41934698,Cntn2,CNTN2
41934699,Stk19,STK19
41934700,Dtx1,DTX1
41934701,Smarca4,SMARCA4
41934702,Foxi2,FOXI2
41934703,Foxi1,FOXI1
41934704,Mitf,MITF
41934705,Timp2,TIMP2
41934706,Dusp6,DUSP6
41934707,Anxa2,ANXA2
41934707,Anxa2,ANXA2P2
41934708,Anxa5,ANXA5
41934709,Anxa6,ANXA6
41934710,Anxa11,ANXA11
41934711,Anxa4,ANXA4
41934712,Zic3,ZIC3
41934713,Gpm6a,GPM6A
41934714,Gpm6b,GPM6B
41934715,Gm6169,PLP2
41934716,Plp2,PLP2
41934717,F5,F5
41934718,Tfpi,TFPI
41934719,Serpind1,SERPIND1
41934720,Atp6v1b2,ATP6V1B2
41934721,H2-Ke6,HSD17B8
41934722,Plg,PLG
41934723,Gnrh1,GNRH1
41934724,Tgfbi,TGFBI
41934725,Prickle1,PRICKLE1
41934726,Prickle2,PRICKLE2
41934727,Col18a1,COL18A1
41934728,Per2,PER2
41934729,Msh6,MSH6
41934730,Rgs9bp,RGS9BP
41934731,Paqr7,PAQR7
41934732,Paqr8,PAQR8
41934733,Tmpo,TMPO
41934734,Penk,PENK
41934735,Fgf15,FGF19
41934736,LTO1,LTO1
41934737,Oprk1,OPRK1
41934738,Calm1,CALM1
41934739,Calm2,CALM2
41934740,Calm3,CALM3
41934741,Sult1b1,SULT1B1
41934742,Sult1e1,SULT1E1
41934743,Sult1a1,SULT1A1
41934743,Sult1a1,SULT1A2
41934743,Sult1a1,SULT1A3
41934743,Sult1a1,SULT1A4
41934744,Ocm,OCM
41934744,Ocm,OCM2
41934745,Tbx1,TBX1
41934746,Pdgfrb,PDGFRB
41934747,Col1a2,COL1A2
41934748,Col1a1,COL1A1
41934749,Npff,NPFF
41934750,Plp1,PLP1
41934751,Hba-a1,HBA1
41934751,Hba-a1,HBA2
41934752,Fbxl14,FBXL14
41934753,Mga,MGA
41934754,Tcf7l2,TCF7L2
41934755,Sst,SST
41934756,Cort,CORT
41934757,Aldoart1,
41934758,Aldoart2,
41934759,Aldob,ALDOB
41934760,Trp63,TP63
41934761,Ptma,PTMA
41934762,Tuba1c,TUBA1C
41934763,Tuba1b,TUBA1B
41934764,Pals1,PALS1
41934765,Birc2,BIRC2
41934766,Birc3,BIRC3
41934767,Xiap,BIRC8
41934767,Xiap,XIAP
41934768,Bcl2l10,BCL2L10
41934769,Casp2,CASP2
41934770,Casp6,CASP6
41934771,Casp9,CASP9
41934772,Birc5,BIRC5
41934773,Casp8ap2,CASP8AP2
41934774,Thoc1,THOC1
41934775,Tmbim6,TMBIM6
41934776,Aifm1,AIFM1
41934777,Celf2,CELF2
41934778,Cflar,CFLAR
41934779,Dffb,DFFB
41934780,Tnfrsf26,
41934781,Tnfrsf10b,TNFRSF10A
41934781,Tnfrsf10b,TNFRSF10B
41934781,Tnfrsf10b,TNFRSF10C
41934781,Tnfrsf10b,TNFRSF10D
41934782,Map3k5,MAP3K5
41934783,Tpbg,TPBG
41934784,Nusap1,NUSAP1
41934785,P4ha2,P4HA2
41934786,Nid2,NID2
41934787,Rnf2,RNF2
41934788,Mmp14,MMP14
41934789,Cbr1,CBR1
41934790,Cbr3,CBR3
41934791,Gm5678,CBR1
41934792,Ripk2,RIPK2
41934793,Cyp1b1,CYP1B1
41934794,Plcg1,PLCG1
41934795,Cadps2,CADPS2
41934796,Nr1i2,NR1I2
41934797,P2rx5,P2RX5
41934798,Cbx2,CBX2
41934799,Eif3c,EIF3C
41934799,Eif3c,EIF3CL
41934800,Bmi1,BMI1
41934800,Bmi1,COMMD3-BMI1
41934801,Cdk8,CDK8
41934802,Pde6g,PDE6G
41934803,Ppp2r5e,PPP2R5E
41934804,Vax2,VAX2
41934805,Vax1,VAX1
41934806,Gngt2,GNGT2
41934807,Gabbr1,GABBR1
41934808,Gad1,GAD1
41934809,Neurod4,NEUROD4
41934810,Hs6st2,HS6ST2
41934811,Slc7a4,SLC7A4
41934812,Ighv11-1,
41934813,Ighv2-7,
41934814,Ighv11-2,
41934815,Ighv16-1,
41934816,Ighv2-9-1,
41934817,Ighv2-9,
41934818,Ighv2-4,
41934819,Ighv2-2,
41934820,Ighv2-6,
41934821,Ighv2-5,
41934822,Ighv2-6-8,
41934823,Ighv5-2,
41934824,Ighv2-3,
41934825,Ighv1-16,IGHV1-18
41934825,Ighv1-16,IGHV1-2
41934825,Ighv1-16,IGHV1-24
41934825,Ighv1-16,IGHV1-3
41934825,Ighv1-16,IGHV1-45
41934825,Ighv1-16,IGHV1-46
41934825,Ighv1-16,IGHV1-58
41934825,Ighv1-16,IGHV1-69
41934825,Ighv1-16,IGHV1-69-2
41934825,Ighv1-16,IGHV1-69D
41934825,Ighv1-16,IGHV1OR15-1
41934825,Ighv1-16,IGHV1OR15-9
41934825,Ighv1-16,IGHV1OR21-1
41934826,Ighv1-56,IGHV1-45
41934827,Ighv1-71,IGHV1-24
41934827,Ighv1-71,IGHV1-45
41934827,Ighv1-71,IGHV1-69-2
41934828,Ighv1-47,IGHV1-24
41934828,Ighv1-47,IGHV1-69-2
41934829,Ighv1-5,IGHV1-24
41934829,Ighv1-5,IGHV1-45
41934829,Ighv1-5,IGHV1-69-2
41934830,Ighv1-84,IGHV1-18
41934830,Ighv1-84,IGHV1-2
41934830,Ighv1-84,IGHV1-24
41934830,Ighv1-84,IGHV1-3
41934830,Ighv1-84,IGHV1-38-4
41934830,Ighv1-84,IGHV1-45
41934830,Ighv1-84,IGHV1-46
41934830,Ighv1-84,IGHV1-58
41934830,Ighv1-84,IGHV1-69
41934830,Ighv1-84,IGHV1-69-2
41934830,Ighv1-84,IGHV1-69D
41934830,Ighv1-84,IGHV1OR15-1
41934830,Ighv1-84,IGHV1OR15-9
41934830,Ighv1-84,IGHV1OR21-1
41934831,Ighv1-11,IGHV1-18
41934831,Ighv1-11,IGHV1-2
41934831,Ighv1-11,IGHV1-24
41934831,Ighv1-11,IGHV1-3
41934831,Ighv1-11,IGHV1-46
41934831,Ighv1-11,IGHV1-58
41934831,Ighv1-11,IGHV1-69
41934831,Ighv1-11,IGHV1-69-2
41934831,Ighv1-11,IGHV1-69D
41934831,Ighv1-11,IGHV1OR15-1
41934831,Ighv1-11,IGHV1OR15-9
41934831,Ighv1-11,IGHV1OR21-1
41934832,Ighv1-20,IGHV1-45
41934833,Ighv1-31,IGHV1-24
41934833,Ighv1-31,IGHV1-45
41934833,Ighv1-31,IGHV1-69-2
41934834,Ighv9-3,IGHV7-4-1
41934834,Ighv9-3,IGHV7-81
41934835,Ighv1-58,IGHV1-18
41934835,Ighv1-58,IGHV1-2
41934835,Ighv1-58,IGHV1-24
41934835,Ighv1-58,IGHV1-3
41934835,Ighv1-58,IGHV1-38-4
41934835,Ighv1-58,IGHV1-45
41934835,Ighv1-58,IGHV1-46
41934835,Ighv1-58,IGHV1-58
41934835,Ighv1-58,IGHV1-69
41934835,Ighv1-58,IGHV1-69-2
41934835,Ighv1-58,IGHV1-69D
41934835,Ighv1-58,IGHV1OR15-1
41934835,Ighv1-58,IGHV1OR15-9
41934835,Ighv1-58,IGHV1OR21-1
41934836,Ighv1-15,IGHV1-45
41934837,Ighv1-85,IGHV1-18
41934837,Ighv1-85,IGHV1-2
41934837,Ighv1-85,IGHV1-24
41934837,Ighv1-85,IGHV1-3
41934837,Ighv1-85,IGHV1-38-4
41934837,Ighv1-85,IGHV1-45
41934837,Ighv1-85,IGHV1-46
41934837,Ighv1-85,IGHV1-58
41934837,Ighv1-85,IGHV1-69
41934837,Ighv1-85,IGHV1-69-2
41934837,Ighv1-85,IGHV1-69D
41934837,Ighv1-85,IGHV1OR15-1
41934837,Ighv1-85,IGHV1OR15-9
41934837,Ighv1-85,IGHV1OR21-1
41934838,Ighv1-24,IGHV1-18
41934838,Ighv1-24,IGHV1-2
41934838,Ighv1-24,IGHV1-24
41934838,Ighv1-24,IGHV1-3
41934838,Ighv1-24,IGHV1-45
41934838,Ighv1-24,IGHV1-46
41934838,Ighv1-24,IGHV1-58
41934838,Ighv1-24,IGHV1-69
41934838,Ighv1-24,IGHV1-69-2
41934838,Ighv1-24,IGHV1-69D
41934838,Ighv1-24,IGHV1OR15-1
41934838,Ighv1-24,IGHV1OR15-9
41934838,Ighv1-24,IGHV1OR21-1
41934839,Ighv1-59,IGHV1-18
41934839,Ighv1-59,IGHV1-2
41934839,Ighv1-59,IGHV1-24
41934839,Ighv1-59,IGHV1-3
41934839,Ighv1-59,IGHV1-38-4
41934839,Ighv1-59,IGHV1-45
41934839,Ighv1-59,IGHV1-46
41934839,Ighv1-59,IGHV1-58
41934839,Ighv1-59,IGHV1-69
41934839,Ighv1-59,IGHV1-69-2
41934839,Ighv1-59,IGHV1-69D
41934839,Ighv1-59,IGHV1OR15-1
41934839,Ighv1-59,IGHV1OR15-9
41934839,Ighv1-59,IGHV1OR21-1
41934840,Ighv9-4,IGHV7-4-1
41934840,Ighv9-4,IGHV7-81
41934841,Ighv1-42,IGHV1-24
41934841,Ighv1-42,IGHV1-45
41934841,Ighv1-42,IGHV1-69-2
41934842,Ighv1-7,IGHV1-18
41934842,Ighv1-7,IGHV1-2
41934842,Ighv1-7,IGHV1-24
41934842,Ighv1-7,IGHV1-3
41934842,Ighv1-7,IGHV1-38-4
41934842,Ighv1-7,IGHV1-45
41934842,Ighv1-7,IGHV1-46
41934842,Ighv1-7,IGHV1-58
41934842,Ighv1-7,IGHV1-69
