DB Class Key,Mouse_symbol,Human_symbol
41953237,Gm3757,SPIN2B
41953238,Spin4,SPIN4
41953239,Spink1,SPINK1
41953240,Spink13,SPINK13
41953241,Spink14,SPINK14
41953242,Spink5,SPINK5
41953243,Spink6,SPINK6
41953244,Spink7,SPINK7
41953245,Spink8,SPINK8
41953246,Spint3,SPINT3
41953247,Spint4,SPINT4
41953248,Spint5,SPINT5P
41953249,Spn,SPN
41953250,Spocd1,SPOCD1
41953251,Spp1,SPP1
41953252,Sppl2a,SPPL2A
41953253,Sppl2c,SPPL2C
41953254,Sprr1a,SPRR1A
41953255,Sprr1b,SPRR1B
41953255,Sprr1b,SPRR3
41953256,Sprr2i,SPRR2A
41953256,Sprr2i,SPRR2B
41953256,Sprr2i,SPRR2D
41953256,Sprr2i,SPRR2E
41953256,Sprr2i,SPRR2F
41953257,Sprr2d,SPRR2A
41953257,Sprr2d,SPRR2B
41953257,Sprr2d,SPRR2D
41953257,Sprr2d,SPRR2E
41953257,Sprr2d,SPRR2F
41953258,Sprr2g,SPRR2A
41953258,Sprr2g,SPRR2B
41953258,Sprr2g,SPRR2D
41953258,Sprr2g,SPRR2E
41953258,Sprr2g,SPRR2F
41953259,Sprr2e,SPRR2A
41953259,Sprr2e,SPRR2B
41953259,Sprr2e,SPRR2D
41953259,Sprr2e,SPRR2E
41953259,Sprr2e,SPRR2F
41953260,Sprr3,SPRR3
41953261,Sprr4,SPRR4
41953262,2310046K23Rik,SPRR5
41953263,Spry3,SPRY3
41953264,Sptbn4,SPTBN4
41953265,Gm9999,SPTY2D1OS
41953266,Spz1,SPZ1
41953267,Srarp,SRARP
41953268,Srsf12,SRSF12
41953269,4930595M18Rik,SRSF8
41953270,Ss18l1,SS18L1
41953271,Ssc4d,SSC4D
41953272,Ssmem1,SSMEM1
41953273,Gm6592,SSX1
41953273,Gm6592,SSX2
41953273,Gm6592,SSX2B
41953273,Gm6592,SSX3
41953273,Gm6592,SSX4
41953273,Gm6592,SSX4B
41953273,Gm6592,SSX5
41953273,Gm6592,SSX6P
41953273,Gm6592,SSX7
41953273,Gm6592,SSX8P
41953273,Gm6592,SSX9P
41953274,Ssxb8,SSX1
41953274,Ssxb8,SSX2
41953274,Ssxb8,SSX2B
41953274,Ssxb8,SSX3
41953274,Ssxb8,SSX4
41953274,Ssxb8,SSX4B
41953274,Ssxb8,SSX5
41953274,Ssxb8,SSX6P
41953274,Ssxb8,SSX7
41953274,Ssxb8,SSX8P
41953274,Ssxb8,SSX9P
41953275,Ssxb10,SSX1
41953275,Ssxb10,SSX2
41953275,Ssxb10,SSX2B
41953275,Ssxb10,SSX3
41953275,Ssxb10,SSX4
41953275,Ssxb10,SSX4B
41953275,Ssxb10,SSX5
41953275,Ssxb10,SSX6P
41953275,Ssxb10,SSX7
41953275,Ssxb10,SSX8P
41953275,Ssxb10,SSX9P
41953276,Ssx9,SSX1
41953276,Ssx9,SSX2
41953276,Ssx9,SSX2B
41953276,Ssx9,SSX3
41953276,Ssx9,SSX4
41953276,Ssx9,SSX4B
41953276,Ssx9,SSX5
41953276,Ssx9,SSX6P
41953276,Ssx9,SSX7
41953276,Ssx9,SSX8P
41953276,Ssx9,SSX9P
41953277,Ssxb1,SSX1
41953277,Ssxb1,SSX2
41953277,Ssxb1,SSX2B
41953277,Ssxb1,SSX3
41953277,Ssxb1,SSX4
41953277,Ssxb1,SSX4B
41953277,Ssxb1,SSX5
41953277,Ssxb1,SSX6P
41953277,Ssxb1,SSX7
41953277,Ssxb1,SSX8P
41953277,Ssxb1,SSX9P
41953278,Gm5751,SSX1
41953278,Gm5751,SSX2
41953278,Gm5751,SSX2B
41953278,Gm5751,SSX3
41953278,Gm5751,SSX4
41953278,Gm5751,SSX4B
41953278,Gm5751,SSX5
41953278,Gm5751,SSX6P
41953278,Gm5751,SSX7
41953278,Gm5751,SSX8P
41953278,Gm5751,SSX9P
41953279,Ssxa1,SSX1
41953279,Ssxa1,SSX2
41953279,Ssxa1,SSX2B
41953279,Ssxa1,SSX3
41953279,Ssxa1,SSX4
41953279,Ssxa1,SSX4B
41953279,Ssxa1,SSX5
41953279,Ssxa1,SSX6P
41953279,Ssxa1,SSX7
41953279,Ssxa1,SSX8P
41953279,Ssxa1,SSX9P
41953280,Ssxb6,SSX1
41953280,Ssxb6,SSX3
41953280,Ssxb6,SSX6P
41953281,Ssxb5,SSX1
41953281,Ssxb5,SSX2
41953281,Ssxb5,SSX2B
41953281,Ssxb5,SSX4
41953281,Ssxb5,SSX4B
41953281,Ssxb5,SSX5
41953281,Ssxb5,SSX6P
41953281,Ssxb5,SSX7
41953281,Ssxb5,SSX8P
41953281,Ssxb5,SSX9P
41953282,Gm14459,SSX1
41953282,Gm14459,SSX2
41953282,Gm14459,SSX2B
41953282,Gm14459,SSX3
41953282,Gm14459,SSX4
41953282,Gm14459,SSX4B
41953282,Gm14459,SSX5
41953282,Gm14459,SSX6P
41953282,Gm14459,SSX7
41953282,Gm14459,SSX8P
41953282,Gm14459,SSX9P
41953283,Ssxb3,SSX1
41953283,Ssxb3,SSX2
41953283,Ssxb3,SSX2B
41953283,Ssxb3,SSX3
41953283,Ssxb3,SSX4
41953283,Ssxb3,SSX4B
41953283,Ssxb3,SSX5
41953283,Ssxb3,SSX6P
41953283,Ssxb3,SSX7
41953283,Ssxb3,SSX8P
41953283,Ssxb3,SSX9P
41953284,Ssxb9,SSX2
41953284,Ssxb9,SSX2B
41953284,Ssxb9,SSX3
41953284,Ssxb9,SSX4
41953284,Ssxb9,SSX4B
41953284,Ssxb9,SSX5
41953284,Ssxb9,SSX6P
41953284,Ssxb9,SSX7
41953284,Ssxb9,SSX8P
41953284,Ssxb9,SSX9P
41953285,Ssxb2,SSX4
41953285,Ssxb2,SSX4B
41953286,Stac2,STAC2
41953287,Stag3,STAG3
41953288,Stap1,STAP1
41953289,Stard6,STARD6
41953290,Steap1,STEAP1
41953290,Steap1,STEAP1B
41953291,Stk4,STK4
41953292,Stkld1,STKLD1
41953293,Stpg3,STPG3
41953294,Stra8,STRA8
41953295,Strit1,STRIT1
41953296,Sucnr1,SUCNR1
41953297,Sugp2,SUGP2
41953298,Sult6b2,SULT6B2P
41953299,Sun3,SUN3
41953300,Sun5,SUN5
41953301,Surf6,SURF6
41953302,Suv39h2,SUV39H2
41953303,Syde1,SYDE1
41953304,Syndig1,SYNDIG1
41953305,Syngr4,SYNGR4
41953306,Synj2,SYNJ2
41953307,Synpo,SYNPO
41953308,Taar7c-ps,TAAR7P
41953309,Taf1d,TAF1D
41953310,Taf7l2,TAF7L
41953311,Taf7l,TAF7L
41953312,Tarbp1,TARBP1
41953313,Tas2r118,TAS2R16
41953314,Tasl,TASL
41953315,Tbc1d21,TBC1D21
41953316,Tbc1d8,TBC1D8
41953317,Tbc1d9b,TBC1D9B
41953318,Tbx10,TBX10
41953319,Tc2n,TC2N
41953320,Tceal1,TCEAL1
41953321,Tceal3,TCEAL3
41953321,Tceal3,TCEAL6
41953322,Tceal5,TCEAL5
41953323,Tceal6,TCEAL6
41953324,Tceal7,TCEAL7
41953325,Tceal8,TCEAL8
41953326,Tceal9,TCEAL9
41953327,Tceanc,TCEANC
41953328,Tcf24,TCF24
41953329,Tcfl5,TCFL5
41953330,Tchh,TCHH
41953331,Tchhl1,TCHHL1
41953332,Tcl1,TCL1A
41953333,Tcl1b4,TCL1B
41953334,Tcl1b2,TCL1B
41953335,Tcl1b3,TCL1B
41953336,Tcl1b1,TCL1B
41953337,Tcl1b5,TCL1B
41953338,Tcp10a,TCP10L
41953339,Tcp10b,TCP10L
41953340,Tcp10c,TCP10L
41953341,Tcp11,TCP11
41953342,Tcp11x2,TCP11X1
41953342,Tcp11x2,TCP11X2
41953343,Tctn3,TCTN3
41953344,Tdg-ps,TDG
41953345,Tead2,TEAD2
41953346,Tead4,TEAD4
41953347,Tecrl,TECRL
41953348,Tedc2,TEDC2
41953349,Teddm1a,TEDDM1
41953350,Teddm1b,TEDDM1
41953351,Teddm2,TEDDM2P
41953352,Tekt5,TEKT5
41953353,Tektip1,TEKTIP1
41953354,Tent5d,TENT5D
41953355,Tepp,TEPP
41953356,Tex101,TEX101
41953357,Tex12,TEX12
41953358,Tex13a,TEX13A
41953358,Tex13a,TEX13B
41953359,Tex13b,TEX13B
41953360,Tex13c3,TEX13C
41953360,Tex13c3,TEX13D
41953361,Tex13c1,TEX13C
41953362,Tex13d,TEX13D
41953363,Tex15,TEX15
41953364,Tex16,TEX16P
41953365,Tex19.2,TEX19
41953366,Tex19.1,TEX19
41953367,Tex21,TEX21P
41953368,Tex22,TEX22
41953369,Tex28,TEX28
41953369,Tex28,TEX28P1
41953369,Tex28,TEX28P2
41953370,Tex29,TEX29
41953371,Tex33,TEX33
41953372,Tex35,TEX35
41953373,Tex37,TEX37
41953374,Tex38,TEX38
41953375,Tex43,TEX43
41953376,Tex44,TEX44
41953377,Tex46,TEX46
41953378,Tex47,TEX47
41953379,Tex48,TEX48
41953380,Tex49,TEX49
41953381,Tex50,TEX50
41953382,Tex51,TEX51
41953383,Tex52,TEX52
41953384,Tex53,TEX53
41953385,Tex54,TEX54
41953386,Tff1,TFF1
41953387,Tff2,TFF2
41953388,Tff3,TFF3
41953389,Tgfb1i1,TGFB1I1
41953390,Tgfbr3l,TGFBR3L
41953391,Tgif2,TGIF2
41953392,Tgif2lx1,TGIF2LX
41953392,Tgif2lx1,TGIF2LY
41953393,Tgif2lx2,TGIF2LX
41953393,Tgif2lx2,TGIF2LY
41953394,Tgm4,TGM4
41953395,Thegl,THEGL
41953396,Them7,THEM7P
41953397,Themis3,THEMIS3P
41953398,Thnsl1,THNSL1
41953399,Thsd1,THSD1
41953400,Gt(ROSA)26Sor,THUMPD3-AS1
41953401,Ticam2,TICAM2
41953402,Tifab,TIFAB
41953403,Tigd2,TIGD2
41953404,Tigd3,TIGD3
41953405,Tigd4,TIGD4
41953406,Tigd5,TIGD5
41953407,Tigit,TIGIT
41953408,Timp1,TIMP1
41953409,Timp3,TIMP3
41953410,Tincr,TINCR
41953411,Tldc2,TLDC2
41953412,Tle1,TLE1
41953413,Tle4,TLE4
41953414,Tle6,TLE6
41953415,Tle7,TLE7
41953416,Tll2,TLL2
41953417,Tm4sf19,TM4SF19
41953418,Tm4sf20,TM4SF20
41953419,Tmc3,TMC3
41953420,Tmco2,TMCO2
41953421,Tmco5,TMCO5A
41953422,Tmco5b,TMCO5B
41953423,Tmed10-ps,TMED10
41953424,Tmem114,TMEM114
41953425,Tmem139,TMEM139
41953426,Tmem140,TMEM140
41953427,Tmem143,TMEM143
41953428,Tmem151a,TMEM151A
41953429,Tmem156,TMEM156
41953430,Tmem158,TMEM158
41953431,Tmem164,TMEM164
41953432,Tmem171,TMEM171
41953433,Tmem176b,TMEM176B
41953434,Tmem190,TMEM190
41953435,Tmem191,TMEM191B
41953435,Tmem191,TMEM191C
41953436,Tmem198b,TMEM198B
41953437,Tmem202,TMEM202
41953438,Tmem207,TMEM207
41953439,Tmem210,TMEM210
41953440,Tmem212,TMEM212
41953441,Tmem213,TMEM213
41953442,Tmem215,TMEM215
41953443,Tmem217,TMEM217
41953444,Gm17657,TMEM217
41953445,Tmem225,TMEM225
41953446,Tmem229a,TMEM229A
41953447,Tmem233,TMEM233
41953448,Tmem238l,TMEM238L
41953449,Tmem239,TMEM239
41953450,Tmem241,TMEM241
41953451,Tmem247,TMEM247
41953452,Tmem249,TMEM249
41953453,Tmem25,TMEM25
41953454,Tmem250-ps,TMEM250
41953455,Tmem252,TMEM252
41953456,Tmem255b,TMEM255B
41953457,Tmem262,TMEM262
41953458,Tmem268,TMEM268
41953459,Tmem270,TMEM270
41953460,Gm42517,TMEM271
41953461,Tmem273,TMEM273
41953462,Tmem274,TMEM274P
41953463,Tmem35b,TMEM35B
41953464,Tmem40,TMEM40
41953465,Tmem50b,TMEM50B
41953466,Tmem52,TMEM52
41953467,Tmem52b,TMEM52B
41953468,Tmem61,TMEM61
41953469,Tmem74,TMEM74
41953470,Tmem80,TMEM80
41953471,Tmem87a,TMEM87A
41953472,Tmem88b,TMEM88B
41953473,Tmem89,TMEM89
41953474,Tmem92,TMEM92
41953475,Tmem95,TMEM95
41953476,Tmigd3,TMIGD3
41953477,Tmprss11a,TMPRSS11A
41953478,Tmprss11b,TMPRSS11B
41953479,Tmprss11c,TMPRSS11CP
41953480,Tmprss11d,TMPRSS11D
41953481,Tmprss11e,TMPRSS11E
41953482,Tmprss11f,TMPRSS11F
41953483,Tmprss11g,TMPRSS11GP
41953484,Tmprss6,TMPRSS6
41953485,Tnfrsf12a,TNFRSF12A
41953486,Tnfrsf13b,TNFRSF13B
41953487,Tnfrsf13c,TNFRSF13C
41953488,Tnfrsf17,TNFRSF17
41953489,Tnfrsf8,TNFRSF8
41953490,Tnfsfm13,TNFSF12-TNFSF13
41953491,Tnfsf4,TNFSF4
41953492,Tnfsf8,TNFSF8
41953493,Tnfsf9,TNFSF9
41953494,Tnip3,TNIP3
41953495,Tnks2,TNKS2
41953496,Tnp1,TNP1
41953497,Tnp2,TNP2
41953498,Tns4,TNS4
41953499,Tob2,TOB2
41953500,Togaram2,TOGARAM2
41953501,Tom1l1,TOM1L1
41953502,Tomm20l,TOMM20L
41953503,Tomm40l,TOMM40L
41953504,Toporsl,TOPORSLP
41953505,Trp53cor1,TP53COR1
41953506,Trp53tg5,TP53TG5
41953507,Trpd52l3,TPD52L3
41953508,Tpo,TPO
41953509,Tppp,TPPP
41953510,Trac,TRA
41953510,Trac,TRAC
41953511,Traf3ip3,TRAF3IP3
41953512,Traj33,TRAJ33
41953513,Traj38,TRAJ38
41953514,Traj53,TRAJ53
41953515,Trank1,TRANK1
41953516,Trappc3l,TRAPPC3L
41953517,Trat1,TRAT1
41953518,Trav1,TRAV1-1
41953518,Trav1,TRAV1-2
41953519,Trav11,TRAV10
41953520,Trav11d,TRAV10
41953521,Trav8n-2,TRAV17
41953522,Trav8-1,TRAV17
41953523,Trav8d-2,TRAV17
41953524,Trav8d-1,TRAV17
41953525,Trav13-4-dv7,TRAV22
41953526,Trav13n-4,TRAV22
41953527,Trav18,TRAV27
41953528,Trdv1,TRAV30
41953528,Trdv1,TRAV34
41953529,Trav23,TRAV39
41953530,Trbc2,TRB
41953530,Trbc2,TRBC1
41953530,Trbc2,TRBC2
41953531,Trbc1,TRB
41953531,Trbc1,TRBC1
41953531,Trbc1,TRBC2
41953532,Trbv13-1,TRBV10-1
41953532,Trbv13-1,TRBV10-2
41953532,Trbv13-1,TRBV10-3
41953533,Trbv13-3,TRBV10-1
41953533,Trbv13-3,TRBV10-2
41953533,Trbv13-3,TRBV10-3
41953534,Trbv13-2,TRBV10-1
41953534,Trbv13-2,TRBV10-2
41953534,Trbv13-2,TRBV10-3
41953535,Trbv14,TRBV11-1
41953535,Trbv14,TRBV11-2
41953535,Trbv14,TRBV11-3
41953536,Trbv15,TRBV12-3
41953536,Trbv15,TRBV12-4
41953537,Trbv16,TRBV12-5
41953538,Trbv12-1,TRBV13
41953538,Trbv12-1,TRBV5-1
41953538,Trbv12-1,TRBV5-3
41953538,Trbv12-1,TRBV5-8
41953539,Trbv12-2,TRBV13
41953539,Trbv12-2,TRBV5-1
41953539,Trbv12-2,TRBV5-3
41953539,Trbv12-2,TRBV5-8
41953540,Trbv17,TRBV15
41953541,Trbv19,TRBV19
41953542,Trbv3,TRBV2
41953543,Trbv20,TRBV20-1
41953543,Trbv20,TRBV20OR9-2
41953544,Trbv23,TRBV23-1
41953545,Trbv26,TRBV23-1
41953546,Trbv29,TRBV28
41953547,Trbv30,TRBV29-1
41953548,Trbv4,TRBV3-1
41953549,Trbv31,TRBV30
41953550,Trbv5,TRBV4-1
41953550,Trbv5,TRBV4-2
41953550,Trbv5,TRBV4-3
41953551,Trdc,TRDC
41953552,Trdj2,TRDJ3
41953553,Trdv4,TRDV2
41953554,Trem1,TREM1
41953555,Trem2,TREM2
41953556,Treml1,TREML1
41953557,Treml2,TREML2
41953558,Treml4,TREML4
41953559,Trerf1,TRERF1
41953560,Trgc3,TRGC1
41953560,Trgc3,TRGC2
41953561,Trgc2,TRGC1
41953561,Trgc2,TRGC2
41953562,Trgc4,TRGC1
41953563,Trgc1,TRGC1
41953563,Trgc1,TRGC2
41953564,Trgv7,TRGV1
41953564,Trgv7,TRGV2
41953564,Trgv7,TRGV3
41953564,Trgv7,TRGV4
41953564,Trgv7,TRGV5
41953564,Trgv7,TRGV8
41953565,Trgv3,TRGV10
41953565,Trgv3,TRGV11
41953566,Trgv2,TRGV10
41953566,Trgv2,TRGV11
41953567,Trgv1,TRGV11
41953568,Trim15,TRIM15
41953569,Trim26,TRIM26
41953570,Trim28,TRIM28
41953571,Trim42,TRIM42
41953572,Trim30b,TRIM5
41953573,Trim52,TRIM52
41953574,Trim56,TRIM56
41953575,Trim67,TRIM67
41953576,Trnp1,TRNP1
41953577,Trpc5os,TRPC5OS
41953578,Trpm8,TRPM8
41953579,Trpv3,TRPV3
41953580,Tsacc,TSACC
41953581,BC051142,TSBP1
41953582,Tsga10ip,TSGA10IP
41953583,Tsga13,TSGA13
41953584,Tshz2,TSHZ2
41953585,Tsix,TSIX
41953586,Tsks,TSKS
41953587,Tslp,TSLP
41953588,Tspan32,TSPAN32
41953589,Tspan8,TSPAN8
41953590,Tspoap1,TSPOAP1
41953591,Tssk1,TSSK1A
41953591,Tssk1,TSSK1B
41953592,Tssk2,TSSK2
41953593,Tssk3,TSSK3
41953594,Tssk4,TSSK4
41953595,Tssk5,TSSK5P
41953596,Tstd2,TSTD2
41953597,Ttc16,TTC16
41953598,Ttc23l,TTC23L
41953599,Ttc24,TTC24
41953600,Ttc39b,TTC39B
41953601,Ttc39d,TTC39DP
41953602,Ttc9,TTC9
41953603,Ttll8,TTLL8
41953604,Tuba8,TUBA8
41953605,Tubb3,TUBB3
41953606,Tug1,TUG1
41953607,Tusc1,TUSC1
41953608,Tut4,TUT4
41953609,Tvp23a,TVP23A
41953610,Txndc2,TXNDC2
41953611,Txndc8,TXNDC8
41953612,Txnrd1,TXNRD1
41953613,U2af1l4,U2AF1L4
41953614,Uba52-ps,UBA52
41953615,Ubash3a,UBASH3A
41953616,Ubd,UBD
41953617,Ube2d2b,UBE2D4
41953618,Ube2e1,UBE2E1
41953619,Ube2l6,UBE2L6
41953620,Ube2q1,UBE2Q1
41953621,Ube2u,UBE2U
41953622,Ubl4b,UBL4B
41953623,Ubqln1,UBQLN1
41953624,Ubqln2,UBQLN2
41953625,Ubqln3,UBQLN3
41953626,Ubqlnl,UBQLNL
41953627,Ubxn2b,UBXN2B
41953628,Ucn2,UCN2
41953629,Ugt1a10,UGT1A10
41953629,Ugt1a10,UGT1A7
41953629,Ugt1a10,UGT1A8
41953629,Ugt1a10,UGT1A9
41953630,Ugt3a2,UGT3A1
41953630,Ugt3a2,UGT3A2
41953631,Ugt3a1,UGT3A1
41953631,Ugt3a1,UGT3A2
41953632,Uhrf2,UHRF2
41953633,9230019H11Rik,ULBP3
41953634,Unc5cl,UNC5CL
41953635,Unc79,UNC79
41953636,Unc80,UNC80
41953637,Upk1b,UPK1B
41953638,Upk3a,UPK3A
41953639,Uqcr11,UQCR11
41953640,Uqcrh-ps1,UQCRH
41953641,Usf3,USF3
41953642,Usp17lb,USP17L1
41953642,Usp17lb,USP17L10
41953642,Usp17lb,USP17L11
41953642,Usp17lb,USP17L12
41953642,Usp17lb,USP17L13
41953642,Usp17lb,USP17L15
41953642,Usp17lb,USP17L17
41953642,Usp17lb,USP17L18
41953642,Usp17lb,USP17L19
41953642,Usp17lb,USP17L2
41953642,Usp17lb,USP17L20
41953642,Usp17lb,USP17L21
41953642,Usp17lb,USP17L22
41953642,Usp17lb,USP17L23
41953642,Usp17lb,USP17L24
41953642,Usp17lb,USP17L25
41953642,Usp17lb,USP17L26
41953642,Usp17lb,USP17L27
41953642,Usp17lb,USP17L28
41953642,Usp17lb,USP17L29
41953642,Usp17lb,USP17L3
41953642,Usp17lb,USP17L30
41953642,Usp17lb,USP17L4
41953642,Usp17lb,USP17L5
41953642,Usp17lb,USP17L6P
41953642,Usp17lb,USP17L7
41953642,Usp17lb,USP17L8
41953643,Usp17le,USP17L1
41953643,Usp17le,USP17L10
41953643,Usp17le,USP17L11
41953643,Usp17le,USP17L12
41953643,Usp17le,USP17L13
41953643,Usp17le,USP17L15
41953643,Usp17le,USP17L17
41953643,Usp17le,USP17L18
41953643,Usp17le,USP17L19
41953643,Usp17le,USP17L2
41953643,Usp17le,USP17L20
41953643,Usp17le,USP17L21
41953643,Usp17le,USP17L22
41953643,Usp17le,USP17L23
41953643,Usp17le,USP17L24
41953643,Usp17le,USP17L25
41953643,Usp17le,USP17L26
41953643,Usp17le,USP17L27
41953643,Usp17le,USP17L28
41953643,Usp17le,USP17L29
41953643,Usp17le,USP17L3
41953643,Usp17le,USP17L30
41953643,Usp17le,USP17L4
41953643,Usp17le,USP17L5
41953643,Usp17le,USP17L6P
41953643,Usp17le,USP17L7
41953643,Usp17le,USP17L8
41953644,Usp17ld,USP17L1
41953644,Usp17ld,USP17L10
41953644,Usp17ld,USP17L11
41953644,Usp17ld,USP17L12
41953644,Usp17ld,USP17L13
41953644,Usp17ld,USP17L15
41953644,Usp17ld,USP17L17
41953644,Usp17ld,USP17L18
41953644,Usp17ld,USP17L19
41953644,Usp17ld,USP17L2
41953644,Usp17ld,USP17L20
41953644,Usp17ld,USP17L21
41953644,Usp17ld,USP17L22
41953644,Usp17ld,USP17L23
41953644,Usp17ld,USP17L24
41953644,Usp17ld,USP17L25
41953644,Usp17ld,USP17L26
41953644,Usp17ld,USP17L27
41953644,Usp17ld,USP17L28
41953644,Usp17ld,USP17L29
41953644,Usp17ld,USP17L3
41953644,Usp17ld,USP17L30
41953644,Usp17ld,USP17L4
41953644,Usp17ld,USP17L5
41953644,Usp17ld,USP17L6P
41953644,Usp17ld,USP17L7
41953644,Usp17ld,USP17L8
41953645,Usp17lc,USP17L1
41953645,Usp17lc,USP17L10
41953645,Usp17lc,USP17L11
41953645,Usp17lc,USP17L12
41953645,Usp17lc,USP17L13
41953645,Usp17lc,USP17L15
41953645,Usp17lc,USP17L17
41953645,Usp17lc,USP17L18
41953645,Usp17lc,USP17L19
41953645,Usp17lc,USP17L2
41953645,Usp17lc,USP17L20
41953645,Usp17lc,USP17L21
41953645,Usp17lc,USP17L22
41953645,Usp17lc,USP17L23
41953645,Usp17lc,USP17L24
41953645,Usp17lc,USP17L25
41953645,Usp17lc,USP17L26
41953645,Usp17lc,USP17L27
41953645,Usp17lc,USP17L28
41953645,Usp17lc,USP17L29
41953645,Usp17lc,USP17L3
41953645,Usp17lc,USP17L30
41953645,Usp17lc,USP17L4
41953645,Usp17lc,USP17L5
41953645,Usp17lc,USP17L6P
41953645,Usp17lc,USP17L7
41953645,Usp17lc,USP17L8
41953646,Usp17la,USP17L1
41953646,Usp17la,USP17L10
41953646,Usp17la,USP17L11
41953646,Usp17la,USP17L12
41953646,Usp17la,USP17L13
41953646,Usp17la,USP17L15
41953646,Usp17la,USP17L17
41953646,Usp17la,USP17L18
41953646,Usp17la,USP17L19
41953646,Usp17la,USP17L2
41953646,Usp17la,USP17L20
41953646,Usp17la,USP17L21
41953646,Usp17la,USP17L22
41953646,Usp17la,USP17L23
41953646,Usp17la,USP17L24
41953646,Usp17la,USP17L25
41953646,Usp17la,USP17L26
41953646,Usp17la,USP17L27
41953646,Usp17la,USP17L28
41953646,Usp17la,USP17L29
41953646,Usp17la,USP17L3
41953646,Usp17la,USP17L30
41953646,Usp17la,USP17L4
41953646,Usp17la,USP17L5
41953646,Usp17la,USP17L6P
41953646,Usp17la,USP17L7
41953646,Usp17la,USP17L8
41953647,Usp26,USP26
41953648,Usp27x,USP27X
41953649,Usp29,USP29
41953650,Usp35,USP35
41953651,Usp50,USP50
41953652,Usp51,USP51
41953653,Utf1,UTF1
41953654,Uts2r,UTS2R
41953655,Vamp9,VAMP9P
41953656,Vav1,VAV1
41953657,Vinac1,VINAC1P
41953658,Vmn1r52,VN1R17P
41953659,Vmn1r41,VN1R17P
41953660,Vmn1r44,VN1R17P
41953661,V1ra8,VN1R17P
41953662,Vmn1r239-ps,VN1R17P
41953663,Vmn1r46,VN1R17P
41953664,Vmn1r47,VN1R17P
41953665,Vmn1r45,VN1R17P
41953666,Vmn1r43,VN1R17P
41953667,Vmn1r48,VN1R17P
41953668,Vmn1r49,VN1R17P
41953669,Vmn1r1,VN1R17P
41953670,Vmn1r51,VN1R17P
41953671,Vmn1r42,VN1R17P
41953672,Vmn1r54,VN1R17P
41953673,Vmn1r40,VN1R17P
41953674,Vmn1r50,VN1R17P
41953675,Vmn1r53,VN1R17P
41953676,Vmn1r9,VN1R5
41953677,Vmn1r11,VN1R5
41953678,Vmn1r26,VN1R5
41953679,Vnn1,VNN1
41953680,Vnn3,VNN3P
41953681,Vpreb1,VPREB1
41953682,Vpreb2,VPREB1
41953683,Vpreb3,VPREB3
41953684,Vps13b,VPS13B
41953685,Vsig1,VSIG1
41953686,Gm1113,VSIG10L2
41953687,Vsig2,VSIG2
41953688,Vsig4,VSIG4
41953689,Vstm5,VSTM5
41953690,Vwa3b,VWA3B
41953691,Vwce,VWCE
41953692,Vxn,VXN
41953693,Wdr49,WDR49
41953694,Wdr64,WDR64
41953695,Wdr7,WDR7
41953696,Wdr70,WDR70
41953697,Wdr72,WDR72
41953698,Wdr86,WDR86
41953699,Wdr87-ps,WDR87
41953700,Wdr88,WDR88
41953701,Wfdc10,WFDC10A
41953701,Wfdc10,WFDC10B
41953702,Wfdc11,WFDC11
41953703,Wfdc12,WFDC12
41953704,Wfdc13,WFDC13
41953705,Wfdc21,WFDC21P
41953706,Wfdc8,WFDC8
41953707,Wfdc9,WFDC9
41953708,Whamm,WHAMM
41953709,Wt1os,WT1-AS
41953710,Wwc2,WWC2
41953711,Wwp1,WWP1
41953712,Xcl1,XCL1
41953712,Xcl1,XCL2
41953713,Xist,XIST
41953714,Xpo5,XPO5
41953715,Yae1d1,YAE1
41953716,Ybx2,YBX2
41953717,Ybx3,YBX3
41953718,Ypel4,YPEL4
41953719,Ythdc2,YTHDC2
41953720,Ywhaq-ps3,YWHAQ
41953721,Yy2,YY2
41953722,Zbed3,ZBED3
41953723,Chchd2l,ZBED5
41953724,Zbed6,ZBED6
41953725,Zbp1,ZBP1
41953726,Zbtb39,ZBTB39
41953727,Zbtb45,ZBTB45
41953728,Zbtb5,ZBTB5
41953729,Zbtb6,ZBTB6
41953730,Zbtb7c,ZBTB7C
41953731,Zbtb9,ZBTB9
41953732,Zc2hc1b,ZC2HC1B
41953733,Zc3h12c,ZC3H12C
41953734,Zc3h12d,ZC3H12D
41953735,Zc3h6,ZC3H6
41953736,Zc3h8,ZC3H8
41953737,Zc3hav1l,ZC3HAV1L
41953738,Zcchc12,ZCCHC12
41953738,Zcchc12,ZCCHC18
41953739,Zcchc18,ZCCHC18
41953740,Zcchc3,ZCCHC3
41953741,Zcwpw1,ZCWPW1
41953742,Zcwpw2,ZCWPW2
41953743,Zdhhc19,ZDHHC19
41953744,Gm10125,ZEB1-AS1
41953745,Zfas1,ZFAS1
41953746,Zfc3h1,ZFC3H1
41953747,Zfp28,ZFP28
41953748,Zfp37,ZFP37
41953749,Zfp41,ZFP41
41953750,Zfp42,ZFP42
41953751,Zfp57,ZFP57
41953752,Zfp62,ZFP62
41953753,Zfp69,ZFP69
41953754,Zfp90,ZFP90
41953755,Zfp92,ZFP92
41953756,Zg16,ZG16
41953757,Sbp,ZG16B
41953758,Sbpl,ZG16B
41953759,Zgrf1,ZGRF1
41953760,Zhx1,ZHX1
41953761,Zik1,ZIK1
41953762,Zkscan1,ZKSCAN1
